UniqueIndex,u.r,DOI,Title,Authors,JnlYear,InfantGroup,ExperimentNo,PublicationStatus,NativeLanguage,TestLanguage,Lab,InfantType,minAge,meanAge,maxAge,PropFemales,Included,Excluded,Fussers,NonCriterion,Criterion,exclusionCriteria,MeanAgeMonths,MultipleAgeGroups,MultipleAgeGroupsYO,Words,WdMisAlignMajorStress,Linguistic,NumberSyllables,passages,EdgeAlign,EdgeAlignSimple,FamVoice,FamRegister,FamAffect,maxTrialDurFam,TestVoice,TestRegister,AgeGroupForIndex,Indexical,maxTrialDurTest,nbTrialsTest,Words2Passage,famCriterion,repeatedMeasures,Method,PredictedEffect,OtherNotes,LTFam,SD.LTFam,LTNov,SD.LTNov,correlationFamNov,exact.t,exact.F,p_val_reported,proportionFamPref,formula2use
885,Christina,http://books.google.com/books?id=53SACDLjRfYC&lpg=PR3&ots=1S4FCAqumx,Word extraction in infant and adult directed speech: Does dialect matter?,Katz-Gershon,2007,1_IDS_AAE,1_IDS_AAE,thesis,African American English,native,NA,standard,228.15,243.36,258.57,0.6,16,2,0,0,0,fussiness experimenter error mother speaking standard American English parental interference,8,0,0,/nuÉµ/ /kÃ¦g/ (unknown: /mib/ /pÉ‘tÊƒ/),0,match,1,Is that a /kÃ¦g/? What color is that /kÃ¦g/? Do you like / nuÉµ /? Is it / nuÉµ /? Why donâ€™t you put on that / nuÉµ kÃ¦g/? Oh you look so nice in that / nuÉµ kÃ¦g/!,100,1,female AAE,IDS,NA,NA,female AAE,IDS,NA,not.manipulated,NA,NA,no,NA,no,Other,nonsignificant,,11.24,4.32,10.33,3.67,,0.64,,0.53,,means&SD
885,Christina,http://books.google.com/books?id=53SACDLjRfYC&lpg=PR3&ots=1S4FCAqumx,Word extraction in infant and adult directed speech: Does dialect matter?,Katz-Gershon,2007,1_IDS_SAE,1_IDS_SAE,thesis,African American English,accented,NA ,standard,228.15,243.36,258.57,0.6,16,2,1,0,0,fussiness experimenter error mother speaking standard American English parental interference,8,0,0,/nuÉµ/ /kÃ¦g/ (unknown: /mib/ /pÉ‘tÊƒ/),0,match,1,Is that a /kÃ¦g/? What color is that /kÃ¦g/? Do you like / nuÉµ /? Is it / nuÉµ /? Why donâ€™t you put on that / nuÉµ kÃ¦g/? Oh you look so nice in that / nuÉµ kÃ¦g/!,100,1,female SAE,IDS,NA,120,female SAE,IDS,NA,not.manipulated,NA,NA,no,NA,no,Other,significant,,12.16,4.53,15.5,6.22,,-3.7,,0.04,,means&SD
821,Christina,http://icphs2007.de/conference/Papers/1296/1296.pdf,Infants' recognition of function words in continuous speech,Shi ,2007,1_female,1_female,proceedings,Canadian French,native,Shi,standard,243.36,250.36,265.36,1,8,2,1,0,0,fussiness technical error parental interference,8,0,0,mes ta,0,match,1,"La chance Ã©pargne ta ville miniature. Je dÃ©chire toujours 
ta jupe. Ta boulangÃ¨re brÃ»le le pain. Un virus plonge souvent 
dans ta joue. Ta fillette renverse le verre dâ€™eau. Des roches 
percent ta chaussette de soie. 
 La chance Ã©pargne mes villes miniatures. Je dÃ©chire 
toujours mes jupes. Mes boulangÃ¨res brÃ»lent le pain. Un virus 
plonge souvent dans mes joues. Mes fillettes renversent le 
verre dâ€™eau. Des roches percent mes chaussettes de soie. ",NA,0.333333333333333,Quebec french (female?),IDS,NA,NA,Quebec french (female?),IDS?,NA,not.manipulated,16.5,10,yes,30,no,Other,significant,,56.02,2.92,51.04,4.2,,2.609,,0.035,,means&SD
821,Christina,http://icphs2007.de/conference/Papers/1296/1296.pdf,Infants' recognition of function words in continuous speech,Shi ,2007,1_male,1_male,proceedings,Canadian French,native,Shi,standard,243.36,250.36,265.36,0,10,2,1,0,0,fussiness technical error parental interference,8,0,0,mes ta,0,match,1,"La chance Ã©pargne ta ville miniature. Je dÃ©chire toujours 
ta jupe. Ta boulangÃ¨re brÃ»le le pain. Un virus plonge souvent 
dans ta joue. Ta fillette renverse le verre dâ€™eau. Des roches 
percent ta chaussette de soie. 
 La chance Ã©pargne mes villes miniatures. Je dÃ©chire 
toujours mes jupes. Mes boulangÃ¨res brÃ»lent le pain. Un virus 
plonge souvent dans mes joues. Mes fillettes renversent le 
verre dâ€™eau. Des roches percent mes chaussettes de soie. ",NA,0.333333333333333,Quebec french (female?),IDS,NA,NA,Quebec french (female?),IDS?,NA,not.manipulated,16.5,10,yes,30,no,Other,significant,,53.67,5.17,58.86,5.15,,-3.893,,0.004,,means&SD
385,Christina,http://www.barbara-hoehle.de/vanKampenGALA07_1.pdf,Metrical and statistical cues for word segmentation in Turkish 6- and 9-months-olds ,van Kampen Parmaksiz de Vijver Hoehle,2007,2,2,proceedings,Turkish,native,NA,standard,270.36,283.78,301.78,0.53125,32,13,NA,0,0,inattentiveness crying or technical problems,9,0,0,namoll batull p[]temm and netiss + initial harmonic or non-harmonic syllable (nu or ni),0,match,2,nd,NA,NA,female ,IDS,NA,NA,female,IDS,NA,not.manipulated,NA,NA,no,30,no,HPP,NA,no novel word?? ,NA,NA,NA,NA,,,,,,impossible
585,Christina,10.1016/j.cognition.2007.05.002,Influences of high and low variability on infant word recognition,Singh,2008,1_happy_test,1_var_to_happy,peer-reviewed,American English,native,Singh,standard,224,231,248,0.45,20,1,0,0,2,inattention or technical difficulties (no data on how many for each),7.5,0,0,{bike hat}{tree pear},0,match,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,female (Actress),IDS,variable,20,female,happy,NA,match,NA,16,yes,30,yes,HPP,significant,,9.886,4.07501028219562,8.482,2.9605540022,,,var to happy:  F(1 19) = 4.31; neutral to happy: F(1 19) = 6.78 ,,,means&SD
585,Christina,10.1016/j.cognition.2007.05.002,Influences of high and low variability on infant word recognition,Singh,2008,1_happy_test,1_neutral_to_happy,peer-reviewed,American English,native,Singh,standard,224,231,248,0.45,20,1,0,0,2,inattention or technical difficulties (no data on how many for each),7.5,0,0,{bike hat}{tree pear},0,match,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,female (Actress),IDS,neutral,20,female,happy,NA,affect,NA,16,yes,30,yes,HPP,nonsignificant,,6.464,2.72800293254974,8.482,2.9605540022,,,var to happy:  F(1 19) = 4.31; neutral to happy: F(1 19) = 6.78 ,,,means&SD
585,Christina,10.1016/j.cognition.2007.05.002,Influences of high and low variability on infant word recognition,Singh,2008,1_neutral_test,1_var_to_neutral,peer-reviewed,American English,native,Singh,standard,224,231,248,0.45,20,1,0,0,2,inattention or technical difficulties (no data on how many for each),7.5,0,0,{bike hat}{tree pear},0,match,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,female (Actress),IDS,variable,20,female,neutral,NA,match,NA,16,yes,30,yes,HPP,significant,,8.154,4.91040527858954,6.527,3.4032954618,,,var to neutral: F(1 19) = 7.23; happy to neutral: F(1 19) = 8.65,,0.625,means&SD
585,Christina,10.1016/j.cognition.2007.05.002,Influences of high and low variability on infant word recognition,Singh,2008,1_neutral_test,1_happy_to_neutral,peer-reviewed,American English,native,Singh,standard,224,231,248,0.45,20,1,0,0,2,inattention or technical difficulties (no data on how many for each),7.5,0,0,{bike hat}{tree pear},0,match,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,female (Actress),IDS,happy,20,female,neutral,NA,affect,NA,16,yes,30,yes,HPP,nonsignificant,,9.598,6.14024266621442,6.527,3.4032954618,,,var to neutral: F(1 19) = 7.23; happy to neutral: F(1 19) = 8.65,,0.625,means&SD
585,Christina,10.1016/j.cognition.2007.05.002,Influences of high and low variability on infant word recognition,Singh,2008,2_happy_test,2_happy_to_happy,peer-reviewed,American English,native,Singh,standard,224,234,249,0.59375,16,1,0,0,2,inattention,7.5,0,0,{dike gat}{bree gare},0,mispronounciation,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,female (Actress),IDS,happy,20,female,happy,NA,match,NA,16,yes,30,yes,HPP,significant,,8.068,2.5908,5.496,1.316,,,matched F(1 15) = 5.9; mismatched F(1 15) = .06 ,,0.6875,means&SD
585,Christina,10.1016/j.cognition.2007.05.002,Influences of high and low variability on infant word recognition,Singh,2008,2_happy_test,2_neutral_to_happy,peer-reviewed,American English,native,Singh,standard,224,234,249,0.59375,16,1,0,0,2,inattention,7.5,0,0,{dike gat}{bree gare},0,mispronounciation,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,female (Actress),IDS,neutral,20,female,happy,NA,affect,NA,16,yes,30,yes,HPP,nonsignificant,,6.528,1.488,5.496,1.316,,,matched F(1 15) = 5.9; mismatched F(1 15) = .06 ,,0.6875,means&SD
585,Christina,10.1016/j.cognition.2007.05.002,Influences of high and low variability on infant word recognition,Singh,2008,2_neutral_test,2_happy_to_neutral,peer-reviewed,American English,native,Singh,standard,224,234,249,0.59375,16,1,0,0,2,inattention,7.5,0,0,{dike gat}{bree gare},0,mispronounciation,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,female (Actress),IDS,happy,20,female,neutral,NA,affect,NA,16,yes,30,yes,HPP,significant,,5.858,1.448,7.052,1.9,,,matched: F(1 15) = 6.87; mismatched:  F(1 15) = .61,,0.1875,means&SD
585,Christina,10.1016/j.cognition.2007.05.002,Influences of high and low variability on infant word recognition,Singh,2008,2_neutral_test,2_neutral_to_neutral,peer-reviewed,American English,native,Singh,standard,224,234,249,0.59375,16,1,0,0,2,inattention,7.5,0,0,{dike gat}{bree gare},0,mispronounciation,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,female (Actress),IDS,neutral,20,female,neutral,NA,match,NA,16,yes,30,yes,HPP,nonsignificant,,6.662,2.568,7.052,1.9,,,matched: F(1 15) = 6.87; mismatched:  F(1 15) = .61,,0.1875,means&SD
585,Christina,10.1016/j.cognition.2007.05.002,Influences of high and low variability on infant word recognition,Singh,2008,3_happy_test,3.1_neutral_word,peer-reviewed,American English,native,Singh,standard,219,236,241,0.59375,16,1.5,0,0,1,inattention,7.5,0,0,{dike gat}{bree gare},0,mispronounciation,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,female (Actress),IDS,happy,20,female,happy,NA,affect,NA,16,yes,30,yes,HPP,exploratory,,8.019,5.72,8.578,3.256,,-0.62,,,,means&SD
585,Christina,10.1016/j.cognition.2007.05.002,Influences of high and low variability on infant word recognition,Singh,2008,3_happy_test,3.1_happy_mispronunciation,peer-reviewed,American English,native,Singh,standard,219,236,241,0.59375,16,1.5,0,0,1,inattention,7.5,0,0,{dike gat}{bree gare},0,mispronounciation,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,female (Actress),IDS,neutral,20,female,happy,NA,match,NA,16,yes,30,yes,HPP,exploratory,,11.051,3.556,8.578,3.256,,2.38,,,,means&SD
585,Christina,10.1016/j.cognition.2007.05.002,Influences of high and low variability on infant word recognition,Singh,2008,3_happy_test,3.2_happy_word,peer-reviewed,American English,native,Singh,standard,219,236,241,0.59375,16,1.5,0,0,1,inattention,7.5,0,0,{dike gat}{bree gare},0,mispronounciation,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,NA,IDS,happy,20,female,happy ,NA,match,NA,16,yes,30,yes,HPP,exploratory,,11.658,2.848,8.472,3.02,,4.6,,,,means&SD
585,Christina,10.1016/j.cognition.2007.05.002,Influences of high and low variability on infant word recognition,Singh,2008,3_happy_test,3.2_neutral_mispronunciation,peer-reviewed,American English,native,Singh,standard,219,236,241,0.59375,16,1.5,0,0,1,inattention,7.5,0,0,{dike gat}{bree gare},0,mispronounciation,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,NA,IDS,neutral,20,female,happy ,NA,affect,NA,16,yes,30,yes,HPP,exploratory,,7.803,3.616,8.472,3.02,,-0.54,,,,means&SD
585,Christina,10.1016/j.cognition.2007.05.002,Influences of high and low variability on infant word recognition,Singh,2008,3_neutral_test,3.1_happy_word,peer-reviewed,American English,native,Singh,standard,219,236,241,0.59375,16,1.5,0,0,1,inattention,7.5,0,0,{dike gat}{bree gare},0,mispronounciation,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,NA,IDS,happy,20,female,neutral,NA,affect,NA,16,yes,30,yes,HPP,exploratory,,9.952,2.884,9.791,3.484,,0.1,,,,means&SD
585,Christina,10.1016/j.cognition.2007.05.002,Influences of high and low variability on infant word recognition,Singh,2008,3_neutral_test,3.1_neutral_mispronounciation,peer-reviewed,American English,native,Singh,standard,219,236,241,0.59375,16,1.5,0,0,1,inattention,7.5,0,0,{dike gat}{bree gare},0,mispronounciation,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,NA,IDS,neutral,20,female,neutral,NA,match,NA,16,yes,30,yes,HPP,exploratory,,7.99,2.364,9.791,3.484,,-2.83,,,,means&SD
585,Christina,10.1016/j.cognition.2007.05.002,Influences of high and low variability on infant word recognition,Singh,2008,3_neutral_test,3.2_neutral_word,peer-reviewed,American English,native,Singh,standard,219,236,241,0.59375,16,1.5,0,0,1,inattention,7.5,0,0,{dike gat}{bree gare},0,mispronounciation,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,NA,IDS,neutral,20,female,neutral,NA,match,NA,16,yes,30,yes,HPP,exploratory,,6.246,1.64,8.389,1.656,,-4.19,,,,means&SD
585,Christina,10.1016/j.cognition.2007.05.002,Influences of high and low variability on infant word recognition,Singh,2008,3_neutral_test,3.2_happy_mispronunciation,peer-reviewed,American English,native,Singh,standard,219,236,241,0.59375,16,1.5,0,0,1,inattention,7.5,0,0,{dike gat}{bree gare},0,mispronounciation,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,NA,IDS,happy,20,female,neutral,NA,affect,NA,16,yes,30,yes,HPP,exploratory,,7.878,1.212,8.389,1.656,,-1.29,,,,means&SD
585,Christina,10.1016/j.cognition.2007.05.002,Influences of high and low variability on infant word recognition,Singh,2008,4_happy_test,4_happy_word,peer-reviewed,American English,native,Singh,standard,211,227,228,0.4375,16,2,0,0,1,inattention,7.5,0,0,{dike gat}{bree gare},0,mispronounciation,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,NA,IDS,variable,20,female,happy ,NA,match,NA,16,yes,30,yes,HPP,significant,,9.038,2.928,7.131,2.092,,2.73,,,,means&SD
585,Christina,10.1016/j.cognition.2007.05.002,Influences of high and low variability on infant word recognition,Singh,2008,4_happy_test,4_happy_mispronunciation,peer-reviewed,American English,native,Singh,standard,211,227,228,0.4375,16,2,0,0,1,inattention,7.5,0,0,{dike gat}{bree gare},0,mispronounciation,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,NA,IDS,variable,20,female,happy ,NA,match,NA,16,yes,30,yes,HPP,nonsignificant,,7.802,2.604,7.131,2.092,,0.82,,,,means&SD
585,Christina,10.1016/j.cognition.2007.05.002,Influences of high and low variability on infant word recognition,Singh,2008,4_neutral_test,4_neutral_word,peer-reviewed,American English,native,Singh,standard,211,227,228,0.4375,16,2,0,0,1,inattention,7.5,0,0,{dike gat}{bree gare},0,mispronounciation,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,NA,IDS,variable,20,female,neutral,NA,match,NA,16,yes,30,yes,HPP,significant,,8.968,2.644,7.076,1.98,,3.8,,,,means&SD
585,Christina,10.1016/j.cognition.2007.05.002,Influences of high and low variability on infant word recognition,Singh,2008,4_neutral_test,4_neutral_mispronunciation,peer-reviewed,American English,native,Singh,standard,211,227,228,0.4375,16,2,0,0,1,inattention,7.5,0,0,{dike gat}{bree gare},0,mispronounciation,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,NA,IDS,variable,20,female,neutral,NA,match,NA,16,yes,30,yes,HPP,nonsignificant,,7.524,2.388,7.076,1.98,,0.55,,,,means&SD
64,Amanda,10.1017/S0305000907008215,Boundary alignment enables 11-month-olds to segment vowel initial words from speech,Seidl and Johnson,2008,1,1 medial cond,peer-reviewed,American English,native,Seidl,standard,316.2,336.62,349.62,0.45,40,1,1,0,0,fussiness,11,0,0,ash eeb eff or igg,0,match,1,It seems like Ash is very creative. I see Ash can stand on his head. I see that Ash named this dish. Somehow Ash makes us laugh. We suspect Ash loves to cook. Iâ€™m sure Ash learned to do flips.,0,0,female Eng IDS,IDS,NA,45,same female,IDS,NA,not.manipulated,15,12,no,45,yes,HPP,nonsignificant,,6.25,2.21,6.26,3.09,0.598,,(F(136)=4.32 p=0.04 (d=0.67)) ,0.04,0.55,means&SD
64,Amanda,10.1017/S0305000907008215,Boundary alignment enables 11-month-olds to segment vowel initial words from speech,Seidl and Johnson,2008,1,1 initial cond,peer-reviewed,American English,native,Seidl,standard,316.2,336.62,349.62,0.45,40,1,1,0,0,fussiness,11,0,0,ash eeb eff or igg,0,match,1,Eff runs a circus in Toronto. Eff hires acrobats to run the show. .,100,1,female Eng IDS,IDS,NA,45,same female,IDS,NA,not.manipulated,15,12,no,45,yes,HPP,significant,,7.8,2.4,6.4,2.5,0.71,,interaction between test-item type and condition,0.04,0.8,means&SD
